employee_id,employee_name,department,designation,store_id,warehouse_id,hire_date,salary
1262,James Peterson,Sales,Manager,86,,2015-07-10,49790
1263,Shane Davenport,Finance,Director,32,,2024-04-02,106573
1264,Joshua Hamilton,Sales,Senior Associate,3,,2019-04-12,73140
1265,Daniel Jefferson,Warehouse,Senior Associate,98,,2023-11-22,75967
1266,Richard Jackson,Warehouse,Assistant Manager,20,,2015-05-31,51019
1267,Sherri White,Sales,Associate,61,,2021-11-20,112573
1268,Guy James,Sales,Director,81,,2025-03-28,76642
1269,Joseph Castaneda,HR,Senior Associate,28,,2015-06-07,80888
1270,Kevin Jones,Warehouse,Senior Associate,35,,2023-09-11,70550
1271,Chelsea Green,Sales,Associate,29,,2016-04-04,36216
1272,Danielle Wright,Sales,Senior Associate,,4,2025-10-21,99806
1273,David Fisher,Finance,Manager,16,,2023-03-10,58230
1274,Natasha Martinez,Finance,Assistant Manager,19,,2025-01-05,50088
1275,Bryan Miller,HR,Director,46,,2024-11-15,99948
1276,Ryan Molina,Marketing,Assistant Manager,,41,2018-06-22,46398
1277,Christopher Dean,Sales,Senior Associate,,23,2019-07-30,90812
1278,Sheila Mitchell,Finance,Director,,38,2022-08-10,71625
1279,Lindsey Molina,Finance,Associate,,30,2016-12-03,101594
1280,Darrell Deleon,Operations,Senior Associate,8,,2018-05-16,32646
1281,Ronald Smith,HR,Senior Associate,,50,2016-02-02,99261
1282,Michelle Holmes,Finance,Manager,4,,2024-10-08,49099
1283,Randy Atkinson,HR,Senior Associate,,18,2017-09-22,108097
1284,Teresa Gross,Operations,Director,47,,2019-07-09,60540
1285,Tracy Poole,HR,Senior Associate,51,,2019-12-24,28643
1286,Rodney Gray,Finance,Senior Associate,,22,2019-02-19,72861
1287,Susan Jackson,Sales,Assistant Manager,93,,2023-07-23,33035
1288,Leonard Henson,HR,Manager,,10,2025-01-20,52788
1289,Melanie Herring,HR,Manager,58,,2021-04-20,93934
1290,Jade Short,Warehouse,Director,,33,2024-03-16,79578
1291,Christopher Ball,Sales,Manager,,17,2016-03-21,93205
1292,Brandon Espinoza,Sales,Associate,89,,2025-08-19,108814
1293,Brent Simon,Finance,Assistant Manager,,21,2016-04-10,71056
1294,Jeffrey Fernandez,Finance,Assistant Manager,29,,2015-09-25,78022
1295,Todd Obrien,Warehouse,Senior Associate,,44,2015-03-31,33359
1296,Kristen Parker,Marketing,Director,82,,2017-09-04,54389
1297,Angela Gonzalez,Marketing,Senior Associate,93,,2024-03-17,94629
1298,Todd Mccarthy,HR,Associate,,19,2018-04-23,33702
1299,Nancy Rasmussen,HR,Associate,71,,2023-09-13,61048
1300,Karen Russell,Marketing,Assistant Manager,52,,2019-09-02,40573
1301,Chelsea Rosales,HR,Senior Associate,32,,2016-02-22,106877
1302,Matthew Jordan,Marketing,Manager,,17,2020-03-16,79631
1303,Joshua Pena,Marketing,Assistant Manager,50,,2017-07-22,87291
1304,Robert Payne,Operations,Director,,44,2018-03-17,90901
1305,Thomas Rogers,HR,Manager,,7,2020-09-09,48636
1306,William Sheppard,Finance,Director,80,,2023-09-12,32569
1307,Mitchell Johnson,Finance,Senior Associate,3,,2021-06-15,64595
1308,Robert Robertson,Warehouse,Director,,25,2017-06-15,45070
1309,James Charles,Marketing,Senior Associate,51,,2022-11-22,57623
1310,Katie Patton,Warehouse,Associate,100,,2022-08-30,57355
1311,Linda Dominguez,Warehouse,Assistant Manager,,33,2017-08-10,99944
1312,Jeremy Morton,Sales,Assistant Manager,48,,2024-05-15,57419
1313,Richard Santana,Operations,Director,13,,2024-04-11,41924
1314,Rodney Parker,Marketing,Director,,42,2021-08-22,116173
1315,Jennifer Poole,Finance,Associate,71,,2018-04-04,32514
1316,Christopher Ball,Finance,Assistant Manager,87,,2018-11-24,46746
1317,Linda Barton,Marketing,Assistant Manager,10,,2019-11-01,59948
1318,Jeffery Juarez,Operations,Assistant Manager,,20,2017-01-24,33751
1319,Chelsea Frost,HR,Associate,,50,2018-05-14,110747
1320,Eric Gonzalez,Warehouse,Associate,5,,2016-06-23,60477
1321,Yvette Johnson,Marketing,Assistant Manager,51,,2016-09-12,99967
1322,Gabrielle Alvarez,Warehouse,Director,41,,2023-03-10,40368
1323,Brent Miller,Marketing,Associate,94,,2016-05-30,75989
1324,Andrea Martin,Finance,Associate,86,,2020-02-28,39645
1325,Jessica Jones,Finance,Manager,,38,2019-09-21,49311
1326,Brian Molina,Marketing,Senior Associate,29,,2015-07-06,65485
1327,Andrew Larson,Finance,Director,,29,2024-02-23,107369
1328,Bridget Bell,Operations,Director,71,,2025-10-28,56187
1329,Danielle May,HR,Manager,97,,2022-01-09,97439
1330,Christopher Decker,Warehouse,Director,1,,2022-05-21,36438
1331,Nicholas Henson,Sales,Senior Associate,98,,2017-07-24,51141
1332,Anna Doyle,HR,Director,,16,2024-04-14,83595
1333,Melissa Miller,Warehouse,Manager,,49,2023-08-18,71079
1334,Kenneth Ramirez,Warehouse,Manager,,50,2019-10-27,74156
1335,Katie Caldwell,Sales,Associate,79,,2022-10-06,90402
1336,Matthew Torres,HR,Associate,,19,2025-07-05,35093
1337,Nicole Murphy,HR,Associate,5,,2021-08-19,91983
1338,Karen Simon,Sales,Manager,,10,2017-03-12,107372
1339,Frank Wilson,HR,Associate,94,,2018-08-20,98482
1340,Jason Nelson,Operations,Associate,16,,2017-01-13,54193
1341,Joe Flynn,Sales,Assistant Manager,91,,2018-08-25,60286
1342,Debra Wilson,Warehouse,Director,91,,2024-10-17,116447
1343,Gabrielle Christian,Warehouse,Associate,100,,2017-02-01,100678
1344,Adam Garrison,Marketing,Manager,,28,2024-10-22,113701
1345,Anna Marshall,Sales,Director,,43,2018-02-19,112040
1346,Alexander Perry,Warehouse,Manager,,16,2020-06-28,67936
1347,Jose Reed,Finance,Associate,91,,2020-10-24,39907
1348,Vanessa Estes,Operations,Associate,61,,2016-05-20,49028
1349,Wanda Estes,Marketing,Director,20,,2017-01-09,55065
1350,Wendy Cardenas,Finance,Manager,9,,2018-05-11,104806
1351,Lisa Edwards,Marketing,Associate,26,,2015-08-29,53414
1352,Joseph Cortez,Marketing,Director,7,,2023-04-19,61238
1353,Charles Stevens,Sales,Director,20,,2021-01-03,106320
1354,Elizabeth Espinoza,Warehouse,Assistant Manager,8,,2024-04-22,43046
1355,Tracy Wilson,Finance,Associate,77,,2024-06-30,89052
1356,Alec Lee,Sales,Associate,,34,2018-10-28,78747
1357,John Mitchell,Warehouse,Senior Associate,52,,2023-12-28,118569
1358,Barbara Johnson,Finance,Associate,,39,2015-09-04,73025
1359,Teresa Payne,Finance,Manager,42,,2019-09-23,75953
1360,Brooke Beard,Warehouse,Senior Associate,,30,2022-04-28,106201
1361,Bryan Graham,Marketing,Assistant Manager,,15,2020-02-17,119235
1362,Brandy Taylor,Finance,Associate,,50,2023-02-19,95093
1363,Jennifer Valencia,Sales,Assistant Manager,,33,2024-06-11,92223
1364,Sandra Keith,Operations,Director,,13,2019-08-31,108604
1365,Susan Ashley,Marketing,Associate,,16,2018-01-07,118134
1366,Rachael Gross,Sales,Assistant Manager,54,,2021-05-31,95592
1367,Kyle Jones,Sales,Manager,30,,2024-07-21,54898
1368,Joshua Graham,Warehouse,Associate,,5,2025-11-11,87080
1369,Jennifer Dixon,Marketing,Senior Associate,83,,2023-12-21,49728
1370,Danielle Wright,Finance,Assistant Manager,48,,2017-09-11,74016
1371,Jennifer Webster,Sales,Director,26,,2017-04-04,68890
1372,Larry Martin,Warehouse,Senior Associate,72,,2021-04-21,118854
1373,Stephen Brennan,Marketing,Associate,19,,2019-06-04,78998
1374,Matthew Peterson,Operations,Senior Associate,,37,2021-09-20,116243
1375,Emily Graham,HR,Director,,27,2025-02-26,102348
1376,Cynthia Dodson,Warehouse,Manager,,17,2021-01-15,106094
1377,Jennifer Kennedy,Finance,Manager,73,,2018-11-29,43573
1378,Angela Hill,Finance,Associate,2,,2024-07-24,99329
1379,Charles Weiss,Finance,Assistant Manager,21,,2019-10-31,51136
1380,Christopher Williams,Sales,Manager,13,,2021-08-27,81135
1381,Eric Valencia,Warehouse,Manager,,2,2016-06-27,72726
1382,Brian Cherry,Finance,Director,56,,2020-08-02,51897
1383,Christopher Johnson,Warehouse,Manager,,30,2019-09-09,118607
1384,Yolanda Jackson,Finance,Director,35,,2016-05-09,108540
1385,Linda Caldwell,HR,Manager,,49,2017-04-30,80830
1386,Joseph Velasquez,Warehouse,Senior Associate,94,,2022-09-26,28995
1387,Jeffery Herrera,Sales,Director,2,,2016-12-26,44860
1388,Spencer Atkinson,Marketing,Assistant Manager,,15,2016-06-14,48924
1389,Jason Frost,Finance,Assistant Manager,3,,2015-08-20,117416
1390,Joshua Sanchez,Marketing,Senior Associate,,22,2015-04-17,65143
1391,Allison Benson,Operations,Assistant Manager,88,,2019-10-12,32299
1392,Stephen Powell,Operations,Manager,80,,2020-05-16,81926
1393,Anthony Velasquez,Operations,Associate,24,,2021-11-13,115440
1394,Rebecca Perry,Sales,Senior Associate,,18,2021-04-19,79600
1395,Cheryl King,Operations,Director,79,,2020-11-26,68849
1396,Jesse Ashley,Operations,Manager,,32,2025-12-28,44175
1397,Brandon Jordan,Marketing,Assistant Manager,,35,2017-10-01,108848
1398,Brian Kelley,Operations,Associate,,18,2022-11-02,37641
1399,Jeffrey Stein,HR,Senior Associate,45,,2015-11-16,113884
1400,Debra Herrera,HR,Director,,20,2024-05-02,48454
1401,Adam Vaughn,Warehouse,Manager,,28,2018-12-28,40711
1402,Jeffrey Patterson,Marketing,Director,94,,2018-10-23,60081
1403,Danielle Nolan,Sales,Director,82,,2016-06-27,28456
1404,Kristen White,Marketing,Senior Associate,79,,2020-08-06,29292
1405,Martha Nolan,Finance,Director,3,,2019-05-25,45155
1406,Amber Charles,Operations,Assistant Manager,,21,2025-09-19,91705
1407,John Dean,Finance,Associate,76,,2016-12-16,102931
1408,Jessica Pena,Warehouse,Associate,40,,2019-08-05,50790
1409,Andrea Edwards,Marketing,Associate,59,,2024-11-25,87296
1410,Joseph Deleon,Sales,Assistant Manager,83,,2023-11-18,60329
1411,Sherri Smith,Sales,Associate,91,,2023-05-30,67832
1412,Guy Clark,HR,Senior Associate,,32,2020-10-14,58810
1413,Beth Salazar,Marketing,Manager,,43,2024-08-09,110012
1414,Sarah Alvarez,Sales,Associate,62,,2017-06-18,75088
1415,Rachael Rosales,Finance,Senior Associate,,18,2023-11-28,74574
1416,Amanda Simon,Marketing,Assistant Manager,6,,2021-05-21,107101
1417,Tracey Byrd,Warehouse,Director,82,,2018-11-07,88467
1418,Stuart Ryan,Marketing,Manager,21,,2017-05-26,41743
1419,Vincent Nelson,Finance,Assistant Manager,,27,2020-09-26,45369
1420,Chelsea Flynn,Operations,Manager,,8,2015-01-13,59346
1421,Yolanda Ross,Marketing,Manager,,47,2022-11-11,37005
1422,Stephen Rosales,Finance,Manager,6,,2017-08-05,91666
1423,Brian Johnson,Sales,Director,2,,2019-04-13,73570
1424,Kristen Potter,HR,Associate,,47,2017-02-15,32069
1425,Joseph Johnson,HR,Manager,38,,2020-02-13,64842
1426,Kathryn Ortiz,Finance,Associate,,22,2019-01-30,104358
1427,Linda Walker,Finance,Director,,8,2017-01-24,111448
1428,Diana Smith,Warehouse,Assistant Manager,93,,2024-10-10,116487
1429,Todd Stein,Operations,Associate,,30,2023-05-10,112877
1430,Brian Dixon,Operations,Assistant Manager,,39,2019-04-08,83902
1431,Susan Johnson,Sales,Manager,65,,2015-08-20,113300
1432,Christopher Short,HR,Associate,,38,2024-04-18,115998
1433,Anna Carrillo,Marketing,Director,,15,2022-09-01,86446
1434,Samuel Schultz,Sales,Senior Associate,7,,2021-02-10,66001
1435,David Phillips,Finance,Associate,,23,2021-08-26,116880
1436,Thomas Martin,HR,Assistant Manager,48,,2015-01-31,66182
1437,Stephen Mccarthy,Operations,Senior Associate,,21,2020-03-18,43307
1438,Julie Sanchez,Operations,Assistant Manager,,18,2017-01-28,37774
1439,Nicole Simon,Operations,Associate,,15,2022-03-02,80205
1440,Guy Zimmerman,Finance,Director,8,,2025-03-30,31261
1441,John Hamilton,Operations,Manager,,17,2020-11-02,38911
1442,Natasha Graham,Finance,Manager,2,,2021-08-24,50494
1443,Jason Rosales,Warehouse,Director,96,,2022-05-05,76744
1444,Jennifer Ball,Sales,Manager,3,,2025-03-23,71987
1445,Katie Valencia,Sales,Associate,80,,2015-06-03,75030
1446,Jesse Torres,Warehouse,Manager,52,,2018-05-31,74706
1447,James Dean,Warehouse,Assistant Manager,59,,2017-12-14,119463
1448,Susan Zimmerman,Finance,Senior Associate,,14,2022-11-19,48016
1449,Jerry Stevens,Warehouse,Associate,90,,2019-12-05,71612
1450,Natasha Fernandez,Sales,Associate,13,,2023-06-29,84378
1451,Charles Kelley,Operations,Director,2,,2020-03-13,53202
1452,Kevin Phillips,HR,Associate,13,,2025-09-25,44670
1453,Colin Morrison,Warehouse,Manager,,31,2023-06-09,32292
1454,Martha Peterson,Finance,Director,57,,2015-03-15,58011
1455,Alexander Ball,Marketing,Senior Associate,9,,2025-11-15,51384
1456,Todd Russell,Warehouse,Senior Associate,,30,2025-06-23,46005
1457,Alyssa Robertson,HR,Assistant Manager,,43,2015-06-24,52956
1458,Jeffrey Smith,Finance,Assistant Manager,,15,2019-04-23,92093
1459,Eric Smith,Operations,Associate,,19,2025-09-04,104131
1460,Joshua Mitchell,HR,Manager,,4,2024-03-21,75524
1461,Adam Anderson,Operations,Associate,100,,2020-02-25,34121
1462,Meghan Lewis,HR,Senior Associate,,37,2020-12-28,95721
1463,Mario Cooke,Finance,Senior Associate,,38,2015-04-30,41983
1464,Eric Dodson,Sales,Director,88,,2021-03-18,33266
1465,Wanda Mccarthy,Operations,Director,73,,2022-05-01,80298
1466,James Charles,Sales,Assistant Manager,52,,2018-12-14,67133
1467,Beth Mitchell,Sales,Assistant Manager,,39,2018-05-17,56688
1468,Richard Torres,Sales,Associate,,11,2024-02-11,116960
1469,Sheila Johnson,Finance,Associate,,24,2019-12-08,36392
1470,Jacob Clark,Marketing,Assistant Manager,19,,2017-11-26,32932
1471,Michelle Adkins,Warehouse,Manager,100,,2019-02-15,82049
1472,Darrell Ramirez,Marketing,Manager,7,,2020-05-31,66490
1473,Lindsay Perry,Finance,Assistant Manager,70,,2017-11-08,101741
1474,Eric Sanchez,Finance,Senior Associate,,33,2021-02-28,31716
1475,Danielle Gray,Finance,Assistant Manager,,32,2024-06-22,66582
1476,Marie Perry,Operations,Assistant Manager,,33,2023-03-03,41492
1477,Joe Garrison,HR,Senior Associate,,39,2017-07-18,31788
1478,Brenda Ball,HR,Assistant Manager,,46,2020-03-10,70552
1479,Jade Yu,HR,Associate,24,,2020-12-24,95606
1480,Larry Johnson,Finance,Senior Associate,70,,2022-06-26,42491
1481,Joseph Sanders,Sales,Assistant Manager,86,,2023-04-28,105490
1482,Tasha Juarez,Finance,Director,96,,2020-05-03,75725
1483,Andrew Cortez,Finance,Associate,52,,2018-06-19,72205
1484,Cynthia Johnson,Sales,Assistant Manager,32,,2022-04-03,112891
1485,Lindsay Anderson,Warehouse,Manager,,33,2016-05-20,58283
1486,Samuel Parker,Marketing,Assistant Manager,49,,2022-06-01,46437
1487,Leslie Marshall,Sales,Assistant Manager,,15,2024-11-10,100337
1488,Andrea Powell,Sales,Associate,,41,2022-10-21,37861
1489,David Daniels,Finance,Assistant Manager,,21,2019-10-09,108232
1490,Joseph Dodson,Operations,Senior Associate,,33,2024-01-22,103925
1491,Janet King,Finance,Associate,76,,2020-11-08,117882
1492,Joshua Caldwell,Marketing,Manager,,4,2020-12-12,70344
1493,Darrell Walton,Warehouse,Associate,94,,2024-05-16,85241
1494,Matthew Poole,Warehouse,Assistant Manager,,8,2017-02-15,109200
1495,Marie Robertson,Warehouse,Manager,90,,2023-07-31,40108
1496,Michelle Sanders,Warehouse,Manager,98,,2022-06-23,56163
1497,Joseph Douglas,Warehouse,Associate,,25,2020-10-26,71410
1498,Nicole White,HR,Assistant Manager,,45,2015-11-06,85732
1499,Lisa Lee,Marketing,Associate,60,,2023-06-04,90483
1500,Ryan Galvan,Marketing,Senior Associate,,48,2017-05-29,112944
1501,John Marshall,Marketing,Senior Associate,39,,2024-11-07,73018
1502,Marie Zavala,Sales,Assistant Manager,,22,2023-09-18,43796
1503,Jason Vaughn,Operations,Manager,79,,2019-01-01,45471
1504,Danielle Wang,Finance,Director,59,,2019-10-15,101667
1505,Monica Coleman,HR,Director,44,,2015-04-13,70415
1506,John Nelson,Warehouse,Assistant Manager,15,,2020-06-24,86099
1507,Maria Gross,Operations,Associate,72,,2015-08-21,79782
1508,Joseph Webb,Sales,Assistant Manager,44,,2025-11-11,102791
1509,Kathleen Kelley,Operations,Senior Associate,4,,2022-01-16,48097
1510,Martha Byrd,Warehouse,Director,29,,2017-08-02,43703
1511,Rachael Garcia,Warehouse,Director,88,,2023-11-04,95485
1512,Amy Garcia,HR,Associate,12,,2015-03-20,67935
1513,Robert Wood,Operations,Associate,,42,2021-01-16,103052
1514,Kellie Jones,Operations,Assistant Manager,,2,2016-03-23,39853
1515,Wendy Cherry,Marketing,Associate,9,,2015-08-07,53013
1516,Kristen Rubio,Warehouse,Director,,30,2017-09-09,116327
1517,Charles Byrd,Operations,Manager,95,,2018-03-28,105617
1518,Jeffrey Fernandez,HR,Manager,60,,2022-12-26,33767
1519,John Martin,HR,Director,,27,2024-10-19,103150
1520,Danielle Lee,HR,Senior Associate,,35,2023-07-15,34024
1521,Shawn Moore,Operations,Manager,,15,2023-02-20,39067
1522,Christopher Keith,Finance,Director,73,,2021-03-22,110630
1523,Sara Bishop,Operations,Associate,,37,2019-01-31,39593
1524,Mike Bishop,Marketing,Associate,20,,2017-10-21,55670
1525,Randall Potter,Warehouse,Associate,73,,2025-05-28,40452
1526,William Smith,Warehouse,Senior Associate,90,,2020-09-27,82925
1527,John Lee,Warehouse,Associate,,30,2021-03-17,33261
1528,Katie Jackson,Warehouse,Associate,3,,2015-03-02,54447
1529,Zachary Flores,HR,Director,,11,2020-01-15,58022
1530,Kristen Miller,Warehouse,Manager,,11,2022-07-02,87685
1531,Brandon Castaneda,Sales,Senior Associate,,41,2020-06-12,73679
1532,Natasha Walker,HR,Manager,,35,2021-10-04,45707
1533,Stephanie Payne,Operations,Director,,46,2023-11-28,70716
1534,Brent Miller,Sales,Manager,23,,2015-03-29,70215
1535,Marie Edwards,Marketing,Manager,22,,2024-12-12,60541
1536,Breanna Moore,Operations,Director,48,,2023-12-27,77081
1537,Corey Boyd,HR,Associate,11,,2019-08-15,58004
1538,Jason Garrison,Operations,Manager,85,,2023-05-26,58695
1539,George Frost,Warehouse,Assistant Manager,52,,2015-09-25,100068
1540,Eric Jackson,Warehouse,Manager,92,,2018-05-23,51156
1541,Jeffrey Sanchez,Sales,Director,51,,2016-03-09,58269
1542,Brenda Fernandez,Marketing,Director,31,,2021-12-27,40899
1543,Jeremy Elliott,Operations,Senior Associate,,10,2024-06-02,92229
1544,Michelle Stevens,HR,Director,16,,2021-08-13,92965
1545,Darrell Dodson,HR,Senior Associate,,21,2022-10-30,90385
1546,Dana Nolan,Warehouse,Senior Associate,,23,2016-07-29,43482
1547,Chelsea Kelley,HR,Director,15,,2025-04-10,69545
1548,Veronica Fletcher,HR,Associate,,47,2017-02-15,54875
1549,Mario Sheppard,Sales,Senior Associate,,11,2020-10-15,98260
1550,Janet Edwards,Finance,Assistant Manager,,29,2022-07-08,58995
1551,Michele Chandler,Sales,Manager,13,,2024-06-04,66267
1552,John Hernandez,Warehouse,Director,77,,2025-04-09,69801
1553,Andrea Torres,Warehouse,Senior Associate,27,,2021-08-02,97992
1554,Patrick Cruz,Warehouse,Manager,,49,2021-05-04,92636
1555,Noah Smith,Sales,Associate,,1,2019-08-04,103438
1556,Janet Bell,Finance,Senior Associate,,24,2021-03-31,67370
1557,Guy Garcia,Warehouse,Associate,,6,2022-06-04,103403
1558,Jessica Martinez,Sales,Assistant Manager,,22,2022-02-11,108140
1559,Adam Marshall,Sales,Senior Associate,,31,2021-07-08,76199
1560,Melissa Poole,HR,Assistant Manager,44,,2019-11-06,90540
1561,Katie Wright,HR,Senior Associate,,16,2017-02-25,111679
1562,John Sanchez,HR,Manager,19,,2015-08-06,105140
1563,David Rogers,Finance,Director,45,,2019-08-18,53432
1564,Craig Mitchell,Finance,Director,76,,2019-05-13,93904
1565,Patricia Smith,Marketing,Associate,,19,2021-09-09,69028
1566,Elizabeth Vaughan,Marketing,Assistant Manager,16,,2024-11-26,41674
1567,Crystal Hamilton,Marketing,Director,85,,2022-09-19,62204
1568,James Martinez,Finance,Assistant Manager,78,,2023-11-09,117969
1569,Eric Adams,Warehouse,Associate,69,,2021-05-11,116126
1570,Cynthia Mitchell,HR,Assistant Manager,80,,2025-03-15,100365
1571,Bryan Miller,HR,Assistant Manager,,13,2025-05-03,119113
1572,Angela Beck,Operations,Assistant Manager,,11,2016-09-06,80690
1573,Amanda Zavala,Finance,Manager,51,,2022-01-12,97696
1574,Danielle Jordan,HR,Manager,2,,2020-07-25,43201
1575,Susan Harrington,HR,Assistant Manager,60,,2025-09-10,55486
1576,Brianna Wright,Marketing,Manager,28,,2021-06-07,43886
1577,Jesse Scott,Finance,Assistant Manager,78,,2015-03-06,114256
1578,Frank Nelson,Marketing,Assistant Manager,,28,2017-04-23,84518
1579,Andrea Rodriguez,Marketing,Senior Associate,,20,2016-06-04,113799
1580,Jennifer Hernandez,Finance,Assistant Manager,60,,2017-03-18,66290
1581,Robert Parker,Operations,Assistant Manager,56,,2016-01-20,65117
1582,Rodney Bishop,Operations,Manager,92,,2023-08-09,90179
1583,Teresa Pearson,Operations,Assistant Manager,48,,2020-06-08,80247
1584,Angela Perry,Finance,Associate,,9,2022-05-23,62263
1585,Chad Graham,Marketing,Senior Associate,,38,2025-12-31,57218
1586,Scott Silva,Marketing,Assistant Manager,,12,2022-02-13,75181
1587,Barbara Cannon,Finance,Director,,26,2020-04-09,34950
1588,Gabrielle Dixon,Finance,Assistant Manager,,41,2017-12-08,45292
1589,Andrew Johnson,Marketing,Assistant Manager,,45,2023-04-20,32026
1590,Erica Hernandez,Finance,Senior Associate,38,,2020-07-29,42278
1591,Chelsea Bentley,Sales,Assistant Manager,65,,2023-04-30,46277
1592,Melissa Bell,HR,Senior Associate,6,,2015-04-03,34959
1593,Brianna Smith,Warehouse,Associate,72,,2016-10-17,33101
1594,Kyle Pham,HR,Senior Associate,75,,2016-06-06,103406
1595,Amber May,HR,Assistant Manager,23,,2022-06-30,44805
1596,Tracy Gates,Operations,Director,,10,2020-09-13,79095
1597,Matthew Adkins,Operations,Manager,,36,2018-06-27,37066
1598,Chad Martin,Sales,Director,26,,2018-05-29,115136
1599,Cassandra Potter,Operations,Assistant Manager,95,,2021-09-04,49985
1600,Joshua Vaughn,Finance,Manager,,24,2025-08-16,96952
1601,Melanie Rubio,HR,Director,96,,2025-12-13,86988
1602,Christopher Edwards,Marketing,Manager,54,,2020-03-09,98726
1603,Patrick Brennan,Marketing,Manager,94,,2022-05-18,85881
1604,Veronica Peterson,Marketing,Assistant Manager,2,,2015-12-02,74833
1605,Andrea Juarez,Operations,Assistant Manager,29,,2025-05-26,99035
1606,Eric Bryant,Warehouse,Manager,,8,2015-03-13,103021
1607,Richard Obrien,Sales,Manager,,3,2018-10-07,62953
1608,Brian Pham,Sales,Director,,18,2022-12-24,114669
1609,Andrea Lin,Operations,Associate,29,,2025-09-01,118849
1610,Erin Adams,Operations,Associate,,20,2016-11-20,94400
1611,Michelle Sims,Sales,Manager,,50,2022-04-09,113463
1612,Jerry Hamilton,Marketing,Associate,19,,2017-01-24,37714
1613,Nicholas Stevens,HR,Senior Associate,,39,2015-07-21,77710
1614,Tanya Powell,HR,Manager,62,,2019-08-30,87893
1615,Aaron Gray,HR,Manager,24,,2021-05-05,113349
1616,Joe Rivas,Marketing,Senior Associate,23,,2017-11-26,39079
1617,Stephen Rasmussen,Sales,Senior Associate,36,,2025-09-14,102158
1618,Susan Pearson,Warehouse,Assistant Manager,60,,2021-10-13,35104
1619,Dennis Ball,Operations,Director,26,,2019-10-28,60945
1620,Patricia Estes,HR,Assistant Manager,38,,2020-05-05,91746
1621,Jeffrey Murray,HR,Manager,,47,2020-02-09,54770
1622,Nicholas Hill,Finance,Associate,19,,2016-03-23,104800
1623,Joseph Nelson,HR,Senior Associate,57,,2021-09-02,113607
1624,Chelsea May,Operations,Manager,14,,2023-08-20,42613
1625,Michelle Turner,HR,Senior Associate,,33,2019-08-20,51744
1626,Thomas Cannon,Marketing,Assistant Manager,24,,2019-09-08,34821
1627,Joseph Vaughan,HR,Senior Associate,,8,2025-01-06,93328
1628,Janet Graham,HR,Director,3,,2021-09-20,109560
1629,Angela Simon,Operations,Senior Associate,97,,2018-04-11,83349
1630,Alyssa Jones,Sales,Manager,31,,2015-01-16,40163
1631,Ryan Perry,Operations,Assistant Manager,81,,2024-01-21,43984
1632,Natalie Rogers,Sales,Senior Associate,,23,2021-11-21,31227
1633,Bryan Cooke,Warehouse,Assistant Manager,,41,2021-11-20,73079
1634,Amanda Walton,Marketing,Manager,84,,2018-02-10,94337
1635,Rodney Robinson,Warehouse,Assistant Manager,,16,2017-01-17,41801
1636,Dennis Pope,HR,Manager,38,,2020-06-09,105989
1637,Matthew Peterson,Marketing,Director,75,,2023-05-03,51247
1638,Stuart Davenport,Finance,Assistant Manager,58,,2018-04-11,75331
1639,Sandra Smith,HR,Associate,1,,2020-10-18,89422
1640,Kenneth Rodriguez,Finance,Manager,,5,2025-12-16,77673
1641,Maria Smith,Operations,Director,81,,2017-05-31,71965
1642,Samuel Cook,Warehouse,Senior Associate,83,,2017-07-16,58991
1643,Nicole Larson,Warehouse,Manager,39,,2017-08-06,67561
1644,Bryan Robertson,Finance,Assistant Manager,24,,2025-01-15,49938
1645,Natasha Shields,Warehouse,Senior Associate,31,,2020-10-25,55095
1646,Charles Fletcher,Marketing,Manager,,48,2025-02-05,97481
1647,Leonard Douglas,Operations,Manager,35,,2025-06-05,109198
1648,Thomas Nelson,Operations,Associate,31,,2019-08-19,106134
1649,Brian Sanchez,Finance,Associate,46,,2015-08-09,58447
1650,James Atkinson,Finance,Manager,5,,2018-05-06,57554
1651,Tricia Cooke,Finance,Associate,28,,2020-12-24,33363
1652,Sheila Byrd,Operations,Director,,41,2019-03-12,53191
1653,James Martinez,Sales,Manager,,8,2015-01-10,81874
1654,Karen Walton,Operations,Assistant Manager,88,,2025-11-19,52636
1655,Robert Cooke,Warehouse,Senior Associate,,1,2018-05-03,95479
1656,Sarah Rasmussen,Warehouse,Senior Associate,92,,2021-10-22,32654
1657,Wendy Decker,Marketing,Manager,,15,2025-06-01,65887
1658,Antonio Deleon,Marketing,Assistant Manager,,49,2020-12-28,53858
1659,Erica Bell,Finance,Senior Associate,,24,2022-08-22,73474
1660,Jesse Powell,Sales,Senior Associate,,14,2015-05-25,30359
1661,Diana Gonzalez,Sales,Associate,69,,2022-08-31,66527
1662,Brian Graham,Warehouse,Manager,39,,2024-04-29,100533
1663,Samuel Cardenas,HR,Assistant Manager,50,,2025-02-06,106840
1664,Thomas Cardenas,Finance,Manager,49,,2015-12-03,51545
1665,Joshua Gates,Operations,Senior Associate,,37,2017-07-06,67449
1666,Jason Travis,Sales,Senior Associate,56,,2015-07-08,91494
1667,Stephanie Kennedy,Operations,Senior Associate,74,,2025-02-05,70663
1668,Eric Ball,Finance,Senior Associate,3,,2018-01-09,77973
1669,Teresa Jones,Marketing,Senior Associate,14,,2020-11-05,59419
1670,Christopher Ball,Marketing,Director,,1,2020-03-26,105046
1671,Jeffrey Robinson,HR,Senior Associate,,2,2022-07-30,86098
